p_felony_count_person,p_misdem_count_person,p_charge_violent,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,p_n_on_probation,p_current_on_probation,p_prob_revoke,p_charge,p_arrest,p_jail30,p_prison30,p_prison,p_probation,recid
0,1,0,59,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,18,18,0,0,0,0,0,0,2,0,0,NA,0,2,2,0,0,0,0,0
11,0,11,59,57,0,0,0,0,0,0,11,0,0,0,0,11,2,0,0,0,0,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,43,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,17,37,16,2,9,0,3,5,0,0,3,9,NA,0,49,74,0,5,5,0,1
4,2,0,36,26,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,1,0
10,2,0,38,34,0,0,0,0,0,0,0,0,2,NA,0,12,17,0,0,0,0,0
11,11,1,22,18,0,1,0,0,0,0,0,0,0,0,0,22,53,0,0,0,1,1
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,21,20,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,5,0,39,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,5,55,52,0,3,0,0,0,0,0,0,0,0,0,16,17,2,8,8,0,1
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,28,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,3,0,30,19,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1
4,2,3,20,18,0,3,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0
0,2,0,22,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,39,39,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,27,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,3,0,31,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0
0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,35,32,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
2,9,0,18,18,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1
5,13,12,38,34,0,3,0,0,0,0,0,0,0,0,0,18,16,0,0,0,1,1
1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
5,4,7,24,18,0,3,0,1,0,0,0,0,0,0,0,9,11,0,2,2,0,0
8,0,4,25,20,0,4,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,50,26,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,1,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,20,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,32,28,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,1,1,29,25,0,1,0,0,0,0,0,0,0,NA,0,3,5,0,0,0,0,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,32,27,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,37,18,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,23,17,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,1
14,8,9,21,14,7,2,1,4,1,0,0,1,0,0,0,22,20,0,1,1,0,1
3,5,2,20,19,0,2,0,0,0,0,0,1,0,1,0,8,8,0,0,0,1,0
19,28,16,35,16,0,9,0,1,1,0,0,1,10,0,0,51,54,1,1,1,3,1
1,9,0,27,19,0,0,0,0,0,0,0,0,2,0,0,10,18,0,0,0,3,0
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
19,12,6,51,22,0,2,0,0,0,0,0,0,0,0,0,33,22,0,8,8,0,0
1,6,0,23,21,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0
1,1,2,47,24,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0
1,1,0,57,48,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,3,1,18,18,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,21,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
0,4,1,44,35,0,0,0,0,1,0,0,0,0,0,0,4,8,0,0,0,2,0
9,13,6,30,17,0,4,0,1,1,0,0,0,1,NA,0,22,23,0,0,0,0,1
0,4,0,26,21,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,10,18,18,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,19,18,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
10,9,5,39,19,0,1,0,1,3,0,0,0,8,0,0,23,33,0,1,1,5,0
0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,44,44,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0
8,14,5,32,19,0,0,0,3,1,0,0,1,5,0,0,22,32,0,0,0,2,1
7,26,12,29,17,0,0,0,4,5,0,0,0,11,0,0,34,25,0,0,0,5,1
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,57,47,0,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,0,1
2,6,1,37,18,0,1,0,0,0,0,0,0,0,0,0,8,12,0,0,0,1,1
2,0,2,56,53,0,2,0,0,0,0,0,0,0,0,0,2,6,0,3,3,0,0
1,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,6,36,19,0,1,0,0,1,0,0,0,1,0,1,18,24,0,0,0,1,0
0,4,4,21,20,0,0,0,0,2,0,0,0,0,NA,0,4,4,0,0,0,0,1
0,1,1,29,29,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
7,1,5,32,24,0,4,0,1,0,0,0,0,0,NA,0,8,12,0,1,1,0,1
87,2,17,47,27,0,16,0,0,0,0,0,0,0,0,0,89,96,0,1,1,2,1
1,1,1,22,18,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,20,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,21,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,1,28,25,0,1,0,0,0,0,0,2,0,1,0,16,16,0,0,0,2,1
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,31,31,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4,4,6,21,16,0,4,0,0,0,0,0,0,1,0,0,10,8,0,1,1,1,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3,23,18,0,0,0,2,1,0,0,0,0,0,0,5,4,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,5,27,18,0,0,0,1,1,0,0,0,0,0,0,24,26,1,1,1,2,1
0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,26,19,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0
1,3,1,53,25,0,1,0,0,0,0,0,0,0,1,0,5,6,0,0,0,1,0
2,2,4,41,29,0,0,0,1,2,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,5,24,20,0,0,0,1,2,0,0,0,0,0,0,7,3,0,0,0,0,0
0,2,0,37,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,1
1,3,0,37,36,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,3,0,1
1,5,0,20,18,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1
0,1,0,53,52,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,19,17,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
1,3,1,20,17,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0
3,6,0,28,18,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0
5,4,2,25,21,0,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,1
0,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,33,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,32,12,53,36,0,3,0,1,1,0,0,0,7,NA,0,40,54,0,3,3,0,1
1,0,1,28,27,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,5,0,35,21,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,2,0
0,0,0,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,35,28,0,0,0,0,2,0,0,0,2,0,0,9,13,0,0,0,1,0
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2,33,20,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1
3,3,2,21,17,2,1,0,1,0,0,0,1,0,0,0,6,6,0,0,0,1,0
0,0,0,50,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,31,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,32,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,18,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,36,21,0,0,0,0,0,0,0,0,1,0,0,9,16,0,0,0,1,0
0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,19,17,0,0,0,0,0,0,0,0,6,1,0,7,9,0,0,0,1,0
1,9,5,23,15,0,1,0,0,1,0,0,0,7,0,0,11,10,0,0,0,1,1
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,8,4,34,19,0,1,0,2,0,0,0,1,0,0,0,15,23,0,0,0,1,0
0,4,0,48,48,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
1,1,2,20,19,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0
2,2,0,27,27,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1
2,4,5,46,37,0,0,0,2,3,0,0,0,0,0,0,6,4,0,0,0,0,0
0,8,0,32,30,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1
0,2,1,35,30,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1
0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,24,23,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1
1,1,0,26,26,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,21,21,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
19,15,8,39,16,12,5,0,2,0,0,0,0,0,0,0,34,54,0,5,5,1,0
0,0,0,47,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,27,26,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1
1,6,0,28,26,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,1
15,19,17,28,17,0,4,0,2,1,0,0,0,0,NA,0,36,39,0,1,1,0,1
4,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,7,22,20,0,5,0,0,0,0,0,0,1,0,1,8,8,0,0,0,1,1
0,3,0,46,37,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
7,6,0,22,15,2,0,0,0,0,0,0,0,0,0,0,13,12,0,1,1,0,0
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,20,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,3,1,20,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
8,4,3,49,41,0,2,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0
0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,30,26,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
8,2,1,31,20,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,36,35,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3,47,35,0,3,0,0,0,0,0,0,0,0,0,7,8,0,1,1,0,0
20,8,8,58,22,0,1,0,6,0,0,0,0,0,0,0,28,44,2,5,5,0,0
0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,54,34,0,0,0,0,0,0,0,0,0,0,0,9,5,0,5,6,0,0
0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,21,19,0,0,0,0,0,0,0,0,0,NA,0,4,2,0,0,0,0,1
1,0,0,44,42,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
8,9,6,31,17,0,3,0,0,1,0,0,0,0,0,0,17,24,0,2,2,3,1
3,2,0,33,33,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1
0,2,1,18,17,0,0,0,0,0,0,0,0,0,NA,0,2,2,0,0,0,0,1
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,4,36,18,0,1,0,2,1,0,0,0,4,0,0,30,31,0,0,0,2,1
3,2,3,46,18,0,3,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,61,58,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,21,20,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,24,18,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0
0,1,1,25,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,2,0,26,26,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
2,2,0,19,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
3,7,1,26,20,0,1,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,27,18,0,0,0,0,0,0,0,0,2,0,0,8,11,0,0,0,1,0
0,0,0,27,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,19,19,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,1
0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,39,22,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,2,0,0
0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,19,18,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,4,27,14,0,1,0,0,2,0,0,1,5,0,1,32,31,0,0,0,4,1
3,8,7,31,21,0,3,0,0,1,0,0,0,2,0,0,13,15,0,0,0,1,1
4,1,3,26,19,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0
0,1,0,38,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,11,3,52,21,0,0,0,2,0,0,0,0,1,0,0,23,33,0,0,0,1,0
0,1,1,19,18,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1,1,1,19,18,0,0,0,0,1,0,0,0,0,NA,0,2,5,0,0,0,0,0
2,0,2,52,51,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,4,0,18,13,0,0,0,0,0,0,0,0,0,NA,0,6,5,0,0,0,0,1
4,0,4,42,23,0,4,0,0,0,0,0,0,0,0,0,4,2,1,2,2,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,23,19,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0
4,7,6,35,14,2,1,1,1,1,0,0,1,0,0,0,11,15,1,1,1,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,25,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,44,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,36,21,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0
0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,45,30,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4,0,0,44,43,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
13,10,7,21,17,2,5,0,0,0,0,0,0,0,0,0,23,26,1,1,1,0,0
4,2,3,57,32,0,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0
0,2,0,18,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
1,3,1,18,16,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1
4,3,3,19,16,0,2,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0
3,2,0,27,16,1,0,0,0,0,0,0,0,0,0,0,5,7,0,1,1,0,0
0,3,2,55,47,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,2,0
2,4,0,28,17,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,1,1
0,0,0,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,29,24,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,1
2,10,0,30,24,0,0,0,0,0,0,0,0,0,1,0,12,8,0,0,0,2,0
3,0,3,54,26,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0
3,2,1,19,17,1,1,0,0,0,0,0,0,0,1,0,5,7,0,0,0,1,0
1,7,0,19,18,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0
0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,40,40,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
0,5,1,50,38,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,2,25,18,0,0,0,1,0,0,0,0,1,0,0,29,24,0,0,0,1,1
0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,21,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,41,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
0,6,1,44,21,0,0,0,0,1,0,0,0,3,NA,NA,10,20,0,0,0,0,1
0,0,0,45,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,24,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,1,31,30,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,31,25,0,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,1,0
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,2,1,29,19,0,0,0,0,0,0,0,0,0,NA,0,7,12,0,2,2,0,0
2,0,1,20,18,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1
0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,33,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,3,0,36,35,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,2,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,22,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
