age_at_current_charge,age_at_first_charge,p_charges,p_incarceration,p_probation,p_juv_fel_count,p_felprop_viol,p_murder,p_felassault,p_misdeassault,p_famviol,p_sex_offense,p_weapon,p_fta_two_year,p_fta_two_year_plus,current_violence,current_violence20,p_pending_charge,p_felony,p_misdemeanor,p_violence,total_convictions,p_arrest,p_property,p_traffic,p_drug,p_dui,p_domestic,p_stalking,p_voyeurism,p_fraud,p_stealing,p_trespass,six_month,one_year,three_year,five_year,sex,general_two_year
21,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,3,6,1,0,5,0,0,0,0,0,0,1,1,1,1,1,1,0
41,37,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,7,7,0,0,8,0,0,0,0,0,0,0,1,1,1,1,0,1
20,18,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,2,0,8,3,0,0,6,0,0,0,0,0,0,0,1,1,1,1,1,0
61,47,36,1,6,0,15,0,0,0,0,0,0,0,0,1,0,27,16,9,17,25,28,18,0,9,0,0,0,0,0,18,0,0,1,1,1,1,1
29,23,9,0,3,0,1,0,3,1,0,0,0,0,0,1,0,2,2,2,3,4,7,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
32,26,5,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,18,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,3,4,4,0,1,0,0,0,0,0,3,2,0,0,1,1,1,0
20,17,12,1,0,1,0,0,2,2,0,0,1,0,0,1,1,1,1,1,4,2,3,3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
29,20,6,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
31,28,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
49,48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,1,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
46,45,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
18,18,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1
58,22,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,4,4,1,8,8,4,3,2,0,0,0,0,0,3,3,1,1,1,1,1,0
44,40,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0
50,30,53,1,1,0,3,0,1,2,0,0,0,0,0,1,0,28,9,31,8,40,22,13,0,13,0,0,0,0,0,10,7,1,1,1,1,1,0
31,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,6,9,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,1
22,20,28,0,1,0,1,0,0,0,0,0,0,2,0,0,0,24,2,10,1,12,7,1,0,1,9,0,0,0,0,1,0,0,1,1,1,1,0
26,26,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
26,20,14,1,0,0,1,0,0,0,0,0,0,3,0,1,0,6,0,6,0,6,5,3,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0
19,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0
32,20,35,1,3,0,8,0,0,5,0,0,0,0,0,1,0,18,8,14,21,23,23,20,0,7,0,0,0,0,0,17,5,0,1,1,1,1,1
22,18,10,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,6,0,9,9,1,0,7,0,0,0,0,0,0,1,0,1,1,1,1,1
35,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,4,2,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0
49,48,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
25,15,18,0,0,0,1,0,1,2,0,0,2,0,0,0,0,8,1,6,4,7,7,1,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0
54,24,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,3,0,0,5,2,0,0,0,0,0,0,1,1,1,1,1,0
43,21,29,1,3,0,7,0,2,1,0,0,1,0,0,1,0,17,8,6,12,14,16,13,0,4,0,0,0,0,0,13,3,0,0,0,1,1,1
23,18,23,1,1,0,4,0,2,2,0,0,0,2,0,1,0,8,3,4,8,7,10,11,0,0,0,0,0,0,0,10,5,1,1,1,1,1,1
24,18,25,1,1,0,4,0,2,3,0,0,0,2,0,1,0,16,3,8,10,11,12,11,0,0,0,0,0,0,0,10,5,1,1,1,1,1,1
27,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
25,18,7,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
56,34,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
55,50,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
46,42,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
27,18,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0
51,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
29,18,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,25,30,1,2,0,0,0,4,1,0,0,0,0,0,1,0,15,5,13,9,18,24,8,0,4,0,0,0,0,0,0,4,1,1,1,1,0,1
32,16,30,1,6,1,1,0,3,2,0,0,1,0,0,0,0,18,5,13,7,18,20,4,0,3,0,0,0,0,0,1,2,1,1,1,1,0,0
33,15,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
26,16,18,1,2,0,3,0,0,1,0,0,0,0,0,1,0,13,5,6,2,11,8,4,0,6,0,0,0,0,0,4,1,0,0,1,1,1,1
27,16,16,1,0,2,3,0,1,1,0,0,0,0,0,1,0,11,5,6,3,11,7,8,0,0,0,0,0,0,0,8,5,1,1,1,1,1,1
20,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
41,38,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0
23,19,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
31,16,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
25,22,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,39,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
32,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1
19,18,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
49,38,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0
40,21,10,0,3,0,0,0,2,4,0,0,0,0,0,1,0,6,1,1,5,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
43,28,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,37,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
33,15,25,1,3,0,2,0,5,1,0,0,0,0,0,1,0,13,2,7,8,9,17,4,0,3,0,1,0,0,0,4,1,0,1,1,1,1,0
22,21,218,1,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,3,2,3,4,5,0,3,0,0,0,0,0,5,0,1,1,1,1,1,1
44,18,53,1,2,0,8,0,7,3,0,0,1,0,0,1,0,28,18,15,20,33,31,14,0,14,0,0,0,0,0,13,3,1,1,1,1,1,1
24,19,13,1,1,0,1,0,1,0,0,0,1,2,0,0,0,7,2,4,2,6,7,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
29,22,16,0,2,0,1,0,0,4,0,0,0,0,0,1,0,7,0,9,7,9,7,7,0,1,0,0,0,0,0,6,1,1,1,1,1,1,1
45,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
39,28,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,4,5,1,9,8,1,0,5,0,0,0,0,0,1,0,1,1,1,1,1,0
37,35,12,1,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,4,1,5,4,6,0,1,0,0,0,0,0,6,0,1,1,1,1,1,0
25,18,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,2,0,3,2,3,6,0,0,0,0,0,0,0,6,3,1,1,1,1,1,1
29,17,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,7,0,0,1,6,0,0,0,0,0,0,0,0,1,1,1,0
33,29,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
18,18,4,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
36,35,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
25,19,17,1,0,0,3,0,0,0,0,0,1,0,0,1,0,7,1,5,4,6,6,11,0,1,0,0,0,0,0,11,5,1,1,1,1,1,1
44,23,42,1,2,0,11,0,1,2,0,0,1,0,0,0,0,33,13,8,14,23,27,20,2,6,0,0,0,0,0,15,9,0,0,0,1,1,1
45,23,51,1,2,0,14,0,1,2,0,0,1,0,0,1,0,37,14,11,16,27,31,27,2,6,0,0,0,0,0,21,12,1,1,1,1,1,0
34,26,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,1
20,18,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,2,0,3,5,1,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1
29,28,16,1,1,0,3,0,0,0,0,0,0,0,0,0,0,11,3,6,8,9,10,9,0,4,0,0,0,0,0,8,1,1,1,1,1,1,1
37,18,25,1,3,0,0,0,0,1,0,0,1,0,0,1,0,13,8,7,0,15,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
22,21,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
25,18,9,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0,1,0,1,2,2,0,0,0,0,1,0
55,50,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,21,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,4,1,4,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
27,16,28,1,3,8,4,0,0,0,0,0,1,0,0,0,0,23,9,8,4,17,13,6,1,9,2,0,0,0,0,5,2,0,0,1,1,1,1
25,15,10,0,2,0,0,0,0,1,0,0,1,0,0,1,0,3,0,6,0,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1
27,20,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,5,9,2,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0
42,19,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,2,5,5,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1
21,18,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,10,1,6,7,7,7,8,0,1,0,0,0,0,0,7,2,1,1,1,1,1,1
63,52,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
43,29,20,1,3,0,1,0,0,0,0,0,0,0,0,1,0,10,1,15,2,16,12,2,0,4,3,0,0,0,0,1,1,0,1,1,1,1,1
34,17,9,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,4,1,1,5,0,0,0,0,0,1,0,0,1,1,1,0,0
20,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,5,0,0,0,0,0,2,2,0,0,1,1,1,1
22,18,6,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
53,40,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,4,5,4,0,1,0,0,0,0,0,4,2,1,1,1,1,1,0
55,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0
21,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0
21,21,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,2,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
37,19,11,0,1,0,2,0,0,0,0,0,0,0,0,1,0,4,1,2,2,3,7,6,0,0,0,0,0,0,0,6,3,0,0,1,1,1,0
29,18,29,1,4,0,1,0,6,2,0,0,0,0,0,0,0,11,9,9,10,19,22,2,1,1,0,0,0,0,0,2,1,0,0,1,1,1,1
22,16,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,4,0,0,0,0,0,0,0,4,2,0,0,0,1,1,0
34,25,17,0,2,0,0,0,0,0,0,0,0,0,1,0,0,10,2,8,1,10,10,1,0,4,0,0,0,0,0,1,0,0,0,1,1,1,1
29,19,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,9,2,14,14,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1
23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1
23,19,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,2,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1
32,29,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1
19,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
35,32,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1
21,19,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1
30,17,36,1,4,4,9,0,0,0,0,0,0,0,0,0,0,30,13,4,15,17,15,33,0,1,0,0,0,0,0,28,17,1,1,1,1,1,0
30,19,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31,18,21,0,1,0,1,0,4,1,0,0,1,0,0,0,0,10,2,7,5,9,13,3,0,6,0,0,0,0,0,1,2,1,1,1,1,1,1
48,24,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,11,12,1,2,6,7,0,0,0,0,1,0,0,0,0,0,1,0
35,17,27,1,7,0,0,0,1,0,0,0,2,0,0,1,0,14,5,12,1,18,18,1,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1
25,21,9,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,6,2,6,8,6,7,0,2,0,0,0,0,0,7,1,0,0,1,1,1,0
18,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1
24,19,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,5,8,2,0,6,0,0,0,0,0,2,2,0,0,0,1,1,0
26,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1
23,19,12,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2,3,5,7,7,0,2,0,0,0,0,0,5,4,0,0,1,1,1,1
20,18,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,5,1,5,3,2,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1
42,21,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,2,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0
27,16,30,1,3,0,3,0,0,3,0,0,2,0,0,1,0,17,6,11,5,17,26,5,1,5,0,0,0,0,0,4,2,0,1,1,1,1,0
26,26,6,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,3,1,3,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
35,35,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,1,2,2,0,2,0,0,0,0,0,2,0,1,1,1,1,1,1
23,19,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,1,2,2,3,1,3,0,2,0,0,0,0,0,3,0,1,1,1,1,1,0
33,17,27,0,4,0,2,0,2,2,0,0,0,0,0,1,0,12,3,12,8,15,19,3,0,3,1,0,0,0,0,3,0,0,0,1,1,0,0
26,19,20,1,2,0,0,0,0,2,0,0,0,0,0,1,0,10,11,3,0,14,14,0,0,14,0,0,0,0,0,0,0,0,1,1,1,1,1
34,23,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
25,16,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
25,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
31,21,6,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
23,18,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,2,4,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0
35,18,29,1,4,0,3,0,0,0,0,0,0,0,0,0,0,12,8,15,9,23,29,17,0,4,0,0,0,0,0,15,8,0,1,1,1,1,0
27,24,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
43,25,13,1,2,0,0,0,0,1,0,0,0,1,0,1,0,5,3,7,1,10,8,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,0
23,21,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
29,29,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
37,31,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,23,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,2,4,1,6,6,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1
21,21,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
54,28,14,1,2,0,1,0,1,2,0,0,0,0,0,1,0,3,4,6,4,11,14,4,0,3,0,0,0,0,0,3,1,1,1,1,1,1,1
28,19,8,0,1,0,1,0,0,3,0,0,0,0,0,1,0,3,1,2,3,3,6,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0
19,19,17,0,0,0,6,0,0,0,0,0,0,0,0,1,1,7,6,0,1,6,1,14,0,0,0,0,0,0,0,12,6,1,1,1,1,1,0
41,19,23,1,3,0,6,0,0,3,0,2,0,0,0,1,0,12,5,3,11,8,12,8,0,6,0,0,0,0,0,8,1,0,0,0,1,1,0
34,18,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1
45,20,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,5,3,8,6,3,0,5,0,0,0,0,0,3,1,1,1,1,1,1,1
48,48,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,0,0,59,0,0,0,1,1,1,1,1,0
56,45,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,3,6,1,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
29,21,43,1,8,0,14,0,0,1,0,0,0,2,0,1,0,26,11,15,19,29,21,22,0,0,1,0,0,0,0,22,0,1,1,1,1,1,1
29,21,45,1,8,0,16,0,0,1,0,0,0,2,0,1,0,30,13,16,24,32,22,24,0,0,1,0,0,0,0,24,0,1,1,1,1,1,1
21,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
39,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
40,37,9,0,1,0,0,0,0,2,0,0,0,0,0,1,0,6,0,6,1,6,5,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0
43,41,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
43,36,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
31,26,6,0,2,0,1,0,0,3,0,0,0,0,0,1,0,3,0,3,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27,17,26,1,3,0,3,0,0,2,0,0,0,2,0,1,0,13,4,14,6,18,17,9,0,3,0,1,0,0,0,6,4,1,1,1,1,1,1
40,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0
42,25,12,0,1,0,1,0,0,2,0,0,0,0,0,1,0,3,0,4,1,5,7,2,2,0,1,0,0,0,0,1,1,0,0,1,1,1,1
29,17,16,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,8,1,11,10,1,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0
28,20,13,0,1,0,3,0,0,2,0,0,0,0,0,1,0,4,0,5,4,5,6,3,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0
30,20,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,18,6,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,1,2,0,3,3,1,0,4,0,0,0,0,0,1,0,0,0,1,1,1,0
62,51,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,4,6,4,9,7,0,2,1,0,0,0,0,7,1,0,1,1,1,1,0
25,21,8,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,2,4,0,0,0,0,0,0,0,4,2,0,1,1,1,1,0
18,17,7,1,0,2,2,0,0,0,0,0,0,1,0,1,1,4,4,2,3,6,1,6,0,0,0,0,0,0,0,4,2,1,1,1,1,1,0
32,22,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
58,37,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,4,1,3,5,6,3,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0
30,29,5,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
23,22,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
40,29,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,19,14,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,1,8,0,9,8,1,0,7,0,0,0,0,0,0,1,1,1,1,1,1,0
32,29,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
31,20,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,21,4,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,2,1,3,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0
47,22,10,1,3,0,0,0,0,2,0,0,0,0,0,1,0,3,0,4,1,7,5,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0
28,18,38,1,1,0,10,0,0,0,0,0,0,0,0,0,0,31,5,4,17,9,15,33,0,3,0,0,0,0,0,31,16,0,0,0,0,1,1
22,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
28,19,26,1,4,0,1,0,1,0,0,0,0,1,0,0,0,17,5,12,2,17,19,1,0,12,0,0,0,0,0,1,0,0,1,1,1,1,1
